Geneid,Chr,Start,End,Strand,Length,ML-sta1_CTTGTA_L005/bowtie1_mapping_ref/ML-sta1_CTTGTA_L005.sorted.bam,ML-exp1_GCCAAT_L006/bowtie1_mapping_ref/ML-exp1_GCCAAT_L006.sorted.bam
gene3060,CU928145.2,3063598,3064059,-,462,1,3
gene3061,CU928145.2,3064270,3064620,+,351,2,10
gene3062,CU928145.2,3064624,3065496,+,873,0,19
gene3063,CU928145.2,3065487,3065759,+,273,0,1
gene3064,CU928145.2,3065759,3066880,+,1122,15,83
gene3065,CU928145.2,3066919,3067887,+,969,88,29
gene3066,CU928145.2,3067961,3070039,+,2079,224,19
gene3067,CU928145.2,3070076,3070429,-,354,9,6
gene3068,CU928145.2,3070716,3073277,+,2562,12,53
gene3069,CU928145.2,3073383,3074039,+,657,2,9
gene3070,CU928145.2,3074090,3074887,-,798,16,50
gene3071,CU928145.2,3075053,3075961,+,909,3,12
gene3072,CU928145.2,3075958,3077220,+,1263,4,13
gene3073,CU928145.2,3077217,3077855,+,639,2,8
gene3074,CU928145.2,3077860,3078636,+,777,1,18
gene3075,CU928145.2,3078725,3080089,+,1365,5,20
gene3076,CU928145.2,3080129,3080365,-,237,1,1
gene3077,CU928145.2,3080376,3081803,-,1428,0,2
gene3078,CU928145.2,3081803,3082396,-,594,0,1
gene3079,CU928145.2,3082543,3082950,+,408,7,59
gene3080,CU928145.2,3083071,3084063,-,993,397,159
gene3081,CU928145.2,3084126,3085265,-,1140,280,100
gene3082,CU928145.2,3085405,3086031,-,627,383,30
gene3083,CU928145.2,3086025,3086786,-,762,10,36
gene3084,CU928145.2,3086767,3087816,-,1050,6,83
gene3085,CU928145.2,3087813,3088292,-,480,1,11
gene3086,CU928145.2,3088292,3089002,-,711,2,21
gene3087,CU928145.2,3089021,3089332,-,312,85,63
gene3088,CU928145.2,3089526,3089849,-,324,32,19
gene3089,CU928145.2,3089899,3090504,-,606,20,16
gene3090,CU928145.2,3090504,3091931,-,1428,61,2
gene3091,CU928145.2,3091933,3092841,-,909,59,2
gene3092,CU928145.2,3093093,3094130,+,1038,6,47
gene3093,CU928145.2,3094398,3094691,-,294,1,4
gene3094,CU928145.2,3094691,3095611,-,921,3,1
gene3095,CU928145.2,3095608,3096396,-,789,0,2
gene3096,CU928145.2,3096240,3096986,-,747,18,8
gene3097,CU928145.2,3096997,3098052,-,1056,1,4
gene3098,CU928145.2,3098064,3098600,-,537,4,6
gene3099,CU928145.2,3098597,3100228,-,1632,4,10
gene3100,CU928145.2,3100257,3102956,-,2700,6,8
gene3101,CU928145.2,3103150,3103302,-,153,53,85
gene3102,CU928145.2,3103567,3104301,-,735,207,14
gene3103,CU928145.2,3104375,3106087,-,1713,70,5
gene3104,CU928145.2,3106087,3107886,-,1800,73,0
gene3105,CU928145.2,3108202,3108567,+,366,2,76
gene3106,CU928145.2,3108645,3109916,+,1272,6,41
gene3107,CU928145.2,3109907,3110167,+,261,0,3
gene3108,CU928145.2,3110184,3110759,+,576,2,9
gene3109,CU928145.2,3110907,3111767,-,861,0,2
gene3110,CU928145.2,3111764,3112543,-,780,0,2
gene3111,CU928145.2,3112521,3113858,-,1338,3,1
gene3112,CU928145.2,3113952,3115406,-,1455,29,8
gene3113,CU928145.2,3115476,3116261,-,786,1,4
gene3114,CU928145.2,3116580,3117857,+,1278,13,27
gene3115,CU928145.2,3117884,3119362,+,1479,3,25
gene3116,CU928145.2,3121284,3121955,-,672,170,108
gene3117,CU928145.2,3122416,3123120,+,705,1,4
gene3118,CU928145.2,3122930,3123196,+,267,0,0
gene3119,CU928145.2,3123180,3124478,-,1299,978,3232
gene3120,CU928145.2,3124566,3126203,-,1638,356,695
gene3121,CU928145.2,3126431,3127222,-,792,31,76
gene3122,CU928145.2,3127293,3127628,-,336,7,58
gene3123,CU928145.2,3127628,3127876,-,249,4,36
gene3124,CU928145.2,3127954,3130188,-,2235,56,220
gene3125,CU928145.2,3130236,3131537,-,1302,47,99
gene3126,CU928145.2,3131594,3131923,+,330,16,43
gene3127,CU928145.2,3131952,3132227,+,276,75,1171
gene3128,CU928145.2,3132146,3132649,+,504,25,189
gene3129,CU928145.2,3132691,3135126,+,2436,17,156
gene3130,CU928145.2,3135358,3136698,-,1341,16,5
gene3131,CU928145.2,3136719,3137705,-,987,2,5
gene3132,CU928145.2,3137712,3138059,-,348,1,0
gene3133,CU928145.2,3138061,3139413,-,1353,1,0
gene3134,CU928145.2,3139848,3140297,-,450,20,50
gene3135,CU928145.2,3140315,3141097,-,783,0,13
gene3136,CU928145.2,3141097,3141426,-,330,13,13
gene3137,CU928145.2,3141475,3141830,-,356,20229,29870
gene3138,CU928145.2,3142048,3142593,-,546,37,144
gene3139,CU928145.2,3142661,3143509,+,849,25,114
gene3140,CU928145.2,3143621,3144985,+,1365,119,336
gene3141,CU928145.2,3145542,3146831,+,1290,81,799
gene3142,CU928145.2,3146889,3148256,+,1368,13,240
gene3143,CU928145.2,3148278,3149123,+,846,2,31
gene3144,CU928145.2,3149178,3150329,-,1152,7,17
gene3145,CU928145.2,3150354,3151001,-,648,0,2
gene3146,CU928145.2,3151548,3152864,+,1317,1,39
gene3147,CU928145.2,3152897,3154672,+,1776,7,19
gene3148,CU928145.2,3154751,3156199,+,1449,6,18
gene3149,CU928145.2,3156201,3156623,+,423,12,56
gene3150,CU928145.2,3156681,3157412,+,732,16,96
gene3151,CU928145.2,3157456,3158556,-,1101,17,83
gene3152,CU928145.2,3158549,3158944,-,396,9,8
gene3153,CU928145.2,3158963,3159880,-,918,36,39
gene3154,CU928145.2,3160009,3160213,+,205,1710,39311
gene3155,CU928145.2,3160231,3160458,-,228,636,212
gene3156,CU928145.2,3160650,3161855,+,1206,16,98
gene3157,CU928145.2,3161855,3162298,+,444,28,25
gene3158,CU928145.2,3162349,3163155,-,807,26,46
gene3159,CU928145.2,3163232,3164329,-,1098,13,108
gene3160,CU928145.2,3164538,3164614,+,77,12,35
gene3161,CU928145.2,3164648,3164724,+,77,24,106
gene3162,CU928145.2,3164757,3164833,+,77,9,33
gene3163,CU928145.2,3164907,3166160,-,1254,13,82
gene3164,CU928145.2,3166392,3167723,+,1332,8,14
gene3165,CU928145.2,3167785,3169611,-,1827,16,45
gene3166,CU928145.2,3169611,3173153,-,3543,28,111
gene3167,CU928145.2,3173146,3176034,-,2889,41,158
gene3168,CU928145.2,3176210,3179578,-,3369,31,132
gene3169,CU928145.2,3179591,3179914,-,324,1,1
gene3170,CU928145.2,3179899,3180306,-,408,2,10
gene3171,CU928145.2,3180303,3180866,-,564,1,1
gene3172,CU928145.2,3180857,3181327,-,471,1,1
gene3173,CU928145.2,3181512,3182306,-,795,17,174
gene3174,CU928145.2,3182313,3183188,-,876,8,40
gene3175,CU928145.2,3183339,3185585,-,2247,26,121
gene3176,CU928145.2,3185598,3186128,-,531,41,406
gene3177,CU928145.2,3186813,3187502,+,690,21,16
gene3178,CU928145.2,3187571,3188284,+,714,4,62
gene3179,CU928145.2,3188422,3188640,+,219,238,646
gene3180,CU928145.2,3188748,3189788,+,1041,35,154
gene3181,CU928145.2,3189820,3191013,-,1194,23,54
gene3182,CU928145.2,3191006,3193165,-,2160,35,149
gene3183,CU928145.2,3193253,3193340,-,88,3,7
gene3184,CU928145.2,3193456,3193537,-,82,22,7
gene3185,CU928145.2,3193751,3194782,+,1032,16,91
gene3186,CU928145.2,3194789,3196051,-,1263,2,12
gene3187,CU928145.2,3196173,3197108,+,936,2,11
gene3188,CU928145.2,3197095,3197787,-,693,1,21
gene3189,CU928145.2,3197916,3199334,-,1419,30,164
gene3190,CU928145.2,3199649,3200410,-,762,567,1030
gene3191,CU928145.2,3200440,3201276,-,837,1292,5502
gene3192,CU928145.2,3201563,3202744,-,1182,17,75
gene3193,CU928145.2,3202999,3204228,+,1230,37,328
gene3194,CU928145.2,3204688,3205320,+,633,3,80
gene3195,CU928145.2,3205654,3206463,+,810,0,252
gene3196,CU928145.2,3206456,3206938,+,483,6,60
gene3197,CU928145.2,3207087,3207512,-,426,9,24
gene3198,CU928145.2,3207706,3208143,+,438,1,14
gene3199,CU928145.2,3208421,3208912,+,492,4,9
gene3200,CU928145.2,3209247,3210623,+,1377,28,30
gene3201,CU928145.2,3210791,3211009,+,219,37,5
gene3202,CU928145.2,3211092,3211568,+,477,1,6
gene3203,CU928145.2,3211613,3212059,-,447,2,14
gene3204,CU928145.2,3212090,3212245,-,156,2,2
gene3205,CU928145.2,3212466,3212897,-,432,0,3
gene3206,CU928145.2,3213114,3213695,-,582,0,3
gene3207,CU928145.2,3213711,3214445,-,735,2,17
gene3208,CU928145.2,3214486,3214701,-,216,7,12
gene3209,CU928145.2,3214878,3215033,-,156,4,13
gene3210,CU928145.2,3215047,3216237,-,1191,5,22
gene3211,CU928145.2,3216486,3216986,+,501,3,6
gene3212,CU928145.2,3216988,3217281,+,294,1,5
gene3213,CU928145.2,3217343,3217735,-,393,0,3
gene3214,CU928145.2,3217732,3217935,-,204,0,0
gene3215,CU928145.2,3218008,3218499,-,492,62,12
gene3216,CU928145.2,3218508,3219275,-,768,0,6
gene3217,CU928145.2,3219277,3219537,-,261,1,3
gene3218,CU928145.2,3219547,3220212,-,666,2,7
gene3219,CU928145.2,3220127,3220774,-,648,0,13
gene3220,CU928145.2,3220784,3221149,-,366,1,28
gene3221,CU928145.2,3221281,3222933,-,1653,4,72
gene3222,CU928145.2,3223125,3223198,-,74,2,41
gene3223,CU928145.2,3223277,3224032,-,756,18,113
gene3224,CU928145.2,3224486,3226744,+,2259,13,25
gene3225,CU928145.2,3226755,3227633,+,879,1,4
gene3226,CU928145.2,3227630,3228109,+,480,1,5
gene3227,CU928145.2,3228149,3229927,-,1779,120,248
gene3228,CU928145.2,3230403,3231593,+,1191,1,10
gene3229,CU928145.2,3231651,3232847,+,1197,1,12
gene3230,CU928145.2,3232905,3234116,+,1212,6,16
gene3231,CU928145.2,3234169,3235554,+,1386,3,6
gene3232,CU928145.2,3235602,3236534,+,933,16,6
gene3233,CU928145.2,3236575,3238200,-,1626,4,14
gene3234,CU928145.2,3238248,3239018,-,771,0,16
gene3235,CU928145.2,3239121,3239699,+,579,53,112
gene3236,CU928145.2,3240021,3243119,+,3099,9,13
gene3237,CU928145.2,3243122,3244450,+,1329,1,2
gene3238,CU928145.2,3244501,3245280,+,780,0,4
gene3239,CU928145.2,3245277,3248147,+,2871,13,25
gene3240,CU928145.2,3248312,3249712,+,1401,12,20
gene3241,CU928145.2,3249727,3251046,+,1320,4,28
gene3242,CU928145.2,3251082,3252449,+,1368,7,19
gene3243,CU928145.2,3252485,3252973,-,489,2,14
gene3244,CU928145.2,3252973,3254892,-,1920,6,8
gene3245,CU928145.2,3255328,3256776,+,1449,3,6
gene3246,CU928145.2,3257026,3257574,+,549,39,104
gene3247,CU928145.2,3257617,3259134,-,1518,24,197
gene3248,CU928145.2,3259144,3260242,-,1099,43,190
gene3249,CU928145.2,3260333,3262066,-,1734,14,80
gene3250,CU928145.2,3262072,3262782,-,711,20,57
gene3251,CU928145.2,3262807,3263703,-,897,31,50
gene3252,CU928145.2,3263815,3264336,+,522,65,186
gene3253,CU928145.2,3264376,3264783,-,408,5,40
gene3254,CU928145.2,3264764,3265030,-,267,11,197
gene3255,CU928145.2,3265273,3266253,+,981,65,65
gene3256,CU928145.2,3266506,3267486,+,981,183,542
gene3257,CU928145.2,3267609,3268268,-,660,486,221
gene3258,CU928145.2,3268432,3268743,-,312,13,632
gene3259,CU928145.2,3268782,3270221,+,1440,16,106
gene3260,CU928145.2,3270278,3271021,-,744,2,4
gene3261,CU928145.2,3271282,3274155,-,2874,19,177
gene3262,CU928145.2,3274274,3274663,-,390,9,900
gene3263,CU928145.2,3274687,3275781,-,1095,19,289
gene3264,CU928145.2,3276229,3277431,-,1203,23,71
gene3265,CU928145.2,3277454,3278632,-,1179,19,53
gene3266,CU928145.2,3278629,3279954,-,1326,83,101
gene3267,CU928145.2,3279980,3280558,-,579,102,173
gene3268,CU928145.2,3280726,3281055,+,330,12706,2547
gene3269,CU928145.2,3281097,3281279,+,183,283131,5589
gene3270,CU928145.2,3281355,3281903,+,549,22,221
gene3271,CU928145.2,3281929,3282079,+,151,0,0
gene3272,CU928145.2,3281929,3282077,+,149,0,0
gene3273,CU928145.2,3282684,3283916,-,1233,50,102
gene3274,CU928145.2,3284172,3284831,-,660,30,126
gene3275,CU928145.2,3285214,3286107,+,894,43,85
gene3276,CU928145.2,3286290,3287039,+,750,3,5
gene3277,CU928145.2,3287151,3288455,+,1305,6,10
gene3278,CU928145.2,3288448,3289443,+,996,3,3
gene3279,CU928145.2,3289454,3290239,+,786,0,1
gene3280,CU928145.2,3290263,3291741,+,1479,3,7
gene3281,CU928145.2,3291738,3292634,-,897,2,12
gene3282,CU928145.2,3292801,3293541,-,741,163,72
gene3283,CU928145.2,3293634,3294269,-,636,5,13
gene3284,CU928145.2,3294408,3295268,-,861,175,194
gene3285,CU928145.2,3295626,3296705,-,1080,716,2195
gene3286,CU928145.2,3296920,3298083,-,1164,509,759
gene3287,CU928145.2,3298133,3299152,-,1020,363,940
gene3288,CU928145.2,3299524,3299955,+,432,0,7
gene3289,CU928145.2,3299879,3300556,+,678,1,9
gene3290,CU928145.2,3300557,3301264,+,708,1,4
gene3291,CU928145.2,3301246,3301929,+,684,1,4
gene3292,CU928145.2,3301890,3302600,+,711,3,5
gene3293,CU928145.2,3302572,3303285,-,714,2,17
gene3294,CU928145.2,3303282,3303791,-,510,24,85
gene3295,CU928145.2,3303813,3304778,-,966,1,1
gene3296,CU928145.2,3304775,3306052,-,1278,1,4
gene3297,CU928145.2,3306067,3307455,-,1389,2,6
gene3298,CU928145.2,3307483,3307926,-,444,0,8
gene3299,CU928145.2,3308240,3310231,-,1992,46,457
gene3300,CU928145.2,3310509,3311267,+,759,194,58
gene3301,CU928145.2,3311473,3312393,-,921,175,74
gene3302,CU928145.2,3312529,3313260,-,732,5,4
gene3303,CU928145.2,3313406,3315382,-,1977,536,395
gene3304,CU928145.2,3315391,3315537,-,147,7,42
gene3305,CU928145.2,3315658,3315873,+,216,2,132
gene3306,CU928145.2,3315870,3316121,-,252,2,2
gene3307,CU928145.2,3316177,3317331,+,1155,10,123
gene3308,CU928145.2,3317767,3319161,+,1395,17,130
gene3309,CU928145.2,3319238,3319735,+,498,0,21
gene3310,CU928145.2,3319830,3320537,+,708,2,25
gene3311,CU928145.2,3320617,3321348,+,732,12,69
gene3312,CU928145.2,3321361,3322311,+,951,27,137
gene3313,CU928145.2,3322420,3322983,+,564,20,53
gene3314,CU928145.2,3322983,3323399,+,417,6,26
gene3315,CU928145.2,3323575,3324555,-,981,13,3
gene3316,CU928145.2,3324573,3325277,+,705,8,31
gene3317,CU928145.2,3325295,3325861,+,567,8,64
gene3318,CU928145.2,3325858,3326148,+,291,0,6
gene3319,CU928145.2,3326156,3326749,+,594,1,25
gene3320,CU928145.2,3326742,3327878,+,1137,4,51
gene3321,CU928145.2,3328033,3329040,-,1008,7,52
gene3322,CU928145.2,3329157,3330203,-,1047,7,452
gene3323,CU928145.2,3330379,3331098,-,720,24,43
gene3324,CU928145.2,3331282,3331608,-,327,20,294
gene3325,CU928145.2,3331608,3332327,-,720,31,59
gene3326,CU928145.2,3332488,3333540,+,1053,21,44
gene3327,CU928145.2,3333568,3333843,+,276,12,579
gene3328,CU928145.2,3333908,3334987,+,1080,6,68
gene3329,CU928145.2,3335189,3336445,+,1257,35,460
gene3330,CU928145.2,3336495,3338630,-,2136,9,19
gene3331,CU928145.2,3339028,3339735,+,708,11,102
gene3332,CU928145.2,3339841,3339916,+,76,100,27
gene3333,CU928145.2,3340114,3341376,+,1263,14,211
gene3334,CU928145.2,3341854,3342117,+,264,9,34
gene3335,CU928145.2,3342200,3342513,-,314,10,11
gene3336,CU928145.2,3342583,3343176,-,594,33,55
gene3337,CU928145.2,3343104,3343373,-,270,1,0
gene3338,CU928145.2,3343569,3346436,+,2868,19,184
gene3339,CU928145.2,3346438,3347442,+,1005,46,133
gene3340,CU928145.2,3347452,3349839,+,2388,24,104
gene3341,CU928145.2,3349849,3351477,+,1629,22,365
gene3342,CU928145.2,3351480,3354350,+,2871,19,372
gene3343,CU928145.2,3354439,3354732,+,294,18,78
gene3344,CU928145.2,3354766,3355152,+,387,12,64
gene3345,CU928145.2,3355072,3356223,-,1152,13,173
gene3346,CU928145.2,3355676,3355720,+,45,0,0
gene3347,CU928145.2,3356354,3357505,+,1152,46,432
gene3348,CU928145.2,3357615,3359183,-,1569,456,79
gene3349,CU928145.2,3359214,3359564,-,351,1,11
gene3350,CU928145.2,3359561,3359998,-,438,6,34
gene3351,CU928145.2,3360050,3360535,+,486,22,44
gene3352,CU928145.2,3360598,3360816,+,219,12,89
gene3353,CU928145.2,3360967,3365085,-,4119,603,1671
gene3354,CU928145.2,3365547,3365963,-,417,5,12
gene3355,CU928145.2,3366026,3366112,-,87,6,8
gene3356,CU928145.2,3366116,3367639,-,1524,346,548
gene3357,CU928145.2,3368231,3368803,-,573,59,202
gene3358,CU928145.2,3369231,3371780,-,2550,54,359
gene3359,CU928145.2,3371784,3375197,-,3414,65,452
gene3360,CU928145.2,3375194,3375796,-,603,108,146
gene3361,CU928145.2,3375781,3376095,-,315,2,24
gene3362,CU928145.2,3376123,3377553,-,1431,55,135
gene3363,CU928145.2,3377554,3378108,-,555,2,34
gene3364,CU928145.2,3378113,3379189,-,1077,19,128
gene3365,CU928145.2,3379193,3379498,-,306,1,23
gene3366,CU928145.2,3379502,3379969,-,468,13,40
gene3367,CU928145.2,3379980,3381962,-,1983,87,224
gene3368,CU928145.2,3381975,3382934,-,960,9,80
gene3369,CU928145.2,3382898,3384700,-,1803,25,189
gene3370,CU928145.2,3384693,3385115,-,423,11,42
gene3371,CU928145.2,3385125,3385631,-,507,402,522
gene3372,CU928145.2,3385641,3387119,-,1479,83,351
gene3373,CU928145.2,3387122,3387598,-,477,6,107
gene3374,CU928145.2,3387984,3388052,-,69,0,5
gene3375,CU928145.2,3388044,3389252,+,1209,182,1382
gene3376,CU928145.2,3389332,3389640,+,309,5,30
gene3377,CU928145.2,3389876,3390076,+,201,1,18
gene3378,CU928145.2,3390130,3390348,+,219,0,20
gene3379,CU928145.2,3390457,3390942,-,486,3,5
gene3380,CU928145.2,3390836,3391042,-,207,0,4
gene3381,CU928145.2,3391214,3391609,+,396,4,106
gene3382,CU928145.2,3391435,3391632,+,198,0,0
gene3383,CU928145.2,3391663,3391986,-,324,12,301
gene3384,CU928145.2,3392052,3392696,-,645,7,42
gene3385,CU928145.2,3392717,3393025,-,309,4,1
gene3386,CU928145.2,3393065,3393709,-,645,1,3
gene3387,CU928145.2,3393694,3394926,-,1233,7,20
gene3388,CU928145.2,3394967,3395797,-,831,6,18
gene3389,CU928145.2,3396575,3397942,-,1368,4,15
gene3390,CU928145.2,3398367,3400154,-,1788,20,120
gene3391,CU928145.2,3400348,3401514,-,1167,11,6
gene3392,CU928145.2,3401747,3402160,-,414,3,15
gene3393,CU928145.2,3402305,3402739,-,435,3,2
gene3394,CU928145.2,3402739,3403275,-,537,3,4
gene3395,CU928145.2,3403256,3404356,-,1101,2,6
gene3396,CU928145.2,3404311,3406074,-,1764,10,16
gene3397,CU928145.2,3406082,3406879,-,798,22,6
gene3398,CU928145.2,3406776,3408374,-,1599,27,17
gene3399,CU928145.2,3408374,3411763,-,3390,45,119
gene3400,CU928145.2,3411756,3412904,-,1149,13,38
gene3401,CU928145.2,3412908,3413174,-,267,3,11
gene3402,CU928145.2,3413206,3413883,-,678,34,36
gene3403,CU928145.2,3414027,3414704,-,678,24,27
gene3404,CU928145.2,3414724,3416406,-,1683,10,93
gene3405,CU928145.2,3416403,3418928,-,2526,27,51
gene3406,CU928145.2,3419451,3420026,-,576,11,17
gene3407,CU928145.2,3420014,3422680,-,2667,39,13
gene3408,CU928145.2,3422840,3423331,-,492,36,43
gene3409,CU928145.2,3423337,3425163,-,1827,35,54
gene3410,CU928145.2,3425070,3425789,-,720,15,4
gene3411,CU928145.2,3425720,3427057,-,1338,124,26
gene3412,CU928145.2,3427073,3428617,-,1545,345,48
gene3413,CU928145.2,3428639,3429160,-,522,104,22
gene3414,CU928145.2,3429643,3429834,+,192,9,56
gene3415,CU928145.2,3429887,3430195,-,309,12,111
gene3416,CU928145.2,3430216,3430875,-,660,18,43
gene3417,CU928145.2,3431148,3431621,-,474,1,1
gene3418,CU928145.2,3431557,3431946,-,390,0,0
gene3419,CU928145.2,3432108,3432677,-,570,1,1
gene3420,CU928145.2,3432881,3433054,+,174,0,1
gene3421,CU928145.2,3432924,3433127,-,204,0,18
gene3422,CU928145.2,3433294,3433506,-,213,17,186
gene3423,CU928145.2,3434133,3434411,+,279,0,0
gene3424,CU928145.2,3434470,3435069,+,600,5,8
gene3425,CU928145.2,3435055,3435291,-,237,1,2
gene3426,CU928145.2,3436564,3437583,+,1020,18,351
gene3427,CU928145.2,3437654,3438565,+,912,0,5
gene3428,CU928145.2,3438665,3438870,+,206,3,9
gene3429,CU928145.2,3438893,3442018,+,3126,22,26
gene3430,CU928145.2,3442133,3444655,+,2523,80,78
gene3431,CU928145.2,3444731,3445186,+,456,32,76
gene3432,CU928145.2,3445265,3445498,+,234,2,2
gene3433,CU928145.2,3445598,3446416,+,819,0,1
gene3434,CU928145.2,3446718,3447191,+,474,0,2
gene3435,CU928145.2,3447237,3447683,+,447,4,3
gene3436,CU928145.2,3447770,3447991,+,222,4,4
gene3437,CU928145.2,3448071,3448448,+,378,1,3
gene3438,CU928145.2,3448390,3448872,+,483,0,3
gene3439,CU928145.2,3448869,3449291,+,423,9,75
gene3440,CU928145.2,3449376,3450218,+,843,35,187
gene3441,CU928145.2,3450499,3451035,-,537,4,10
gene3442,CU928145.2,3451037,3452215,-,1179,0,4
gene3443,CU928145.2,3452212,3453189,-,978,0,0
gene3444,CU928145.2,3453192,3453791,-,600,0,3
gene3445,CU928145.2,3453788,3454159,-,372,0,2
gene3446,CU928145.2,3454156,3454719,-,564,1,2
gene3447,CU928145.2,3454723,3455205,-,483,0,2
gene3448,CU928145.2,3455195,3456418,-,1224,2,2
gene3449,CU928145.2,3456418,3457911,-,1494,0,4
gene3450,CU928145.2,3457911,3459971,-,2061,1,4
gene3451,CU928145.2,3460001,3460960,-,960,0,5
gene3452,CU928145.2,3460978,3461388,-,411,0,16
gene3453,CU928145.2,3461454,3462263,-,810,1,30
gene3454,CU928145.2,3462403,3466986,-,4584,8,171
gene3455,CU928145.2,3467116,3467328,+,213,0,3
gene3456,CU928145.2,3467454,3469136,-,1683,0,3
gene3457,CU928145.2,3469492,3471663,-,2172,19,12
gene3458,CU928145.2,3471685,3472089,-,405,3,5
gene3459,CU928145.2,3472094,3473317,-,1224,17,12
gene3460,CU928145.2,3473328,3474380,-,1053,4,0
gene3461,CU928145.2,3474380,3475879,-,1500,4,0
gene3462,CU928145.2,3476070,3476726,+,657,11,7
gene3463,CU928145.2,3476720,3477223,-,504,21,168
gene3464,CU928145.2,3477142,3477417,-,276,117,1258
gene3465,CU928145.2,3477459,3477551,+,93,0,1
gene3466,CU928145.2,3477551,3478723,+,1173,24,10
gene3467,CU928145.2,3478758,3479918,-,1161,4,22
gene3468,CU928145.2,3479834,3480904,-,1071,3,14
gene3469,CU928145.2,3480935,3481498,-,564,0,0
gene3470,CU928145.2,3481507,3482331,-,825,0,17
gene3471,CU928145.2,3482331,3483680,-,1350,1,7
gene3472,CU928145.2,3483726,3484484,-,759,0,1
gene3473,CU928145.2,3484516,3485229,-,714,0,4
gene3474,CU928145.2,3485403,3486095,+,693,2,8
gene3475,CU928145.2,3486144,3487643,-,1500,2,4
gene3476,CU928145.2,3487935,3489794,-,1860,55,94
gene3477,CU928145.2,3489999,3490865,+,867,47,13
gene3478,CU928145.2,3491165,3492145,+,981,182,547
gene3479,CU928145.2,3492267,3492515,-,249,8,47
gene3480,CU928145.2,3492528,3492869,-,342,2,3
gene3481,CU928145.2,3492862,3493350,-,489,5,15
gene3482,CU928145.2,3493343,3493837,-,495,4,46
gene3483,CU928145.2,3493837,3495540,-,1704,15,87
gene3484,CU928145.2,3495537,3496715,-,1179,0,27
gene3485,CU928145.2,3496705,3497691,-,987,1,30
gene3486,CU928145.2,3497694,3498812,-,1119,1,179
gene3487,CU928145.2,3498819,3499004,-,186,0,4
gene3488,CU928145.2,3499001,3499288,-,288,5,11
gene3489,CU928145.2,3499407,3500333,-,927,262,3
